gvkey,conm,ticker,industry,latest_observed_date,risk_horizon,pred_risk_2026
029293,MICROBOT MEDICAL INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0019089390814770013
038467,EDGEWISE THERA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001906409690855071
038076,NUVATION BIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001906409690855071
037013,TAYSHA GENE THERPS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001906409690855071
021601,RHYTHM PHARMACEUTICLS,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001904290946549736
010902,UNITED-GUARDIAN INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00189963027369231
184352,SCORPIO TANKERS INC,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018851136526791378
180112,SAFE BULKERS INC,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018851136526791378
064410,CARMAX INC,,Auto Dealers & Gas Stations,2026-02-28,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018787701119435951
369350,THE MAGNUM ICE CREAM CO,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018755476921796799
051379,ETORO GROUP LTD,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018755476921796799
025922,KADANT INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018738092097919435
175982,CANADIAN SOLAR INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018700947373872622
015459,TREDEGAR CORP,,Primary Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018680524779483676
026162,ANAPTYSBIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018678204389289022
062072,ALPHA PRO TECH LTD,,Rubber & Plastics,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018668319971766323
025318,US PHYSICAL THERAPY INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018546319159213453
026045,ULTRALIFE CORP,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018323578115087003
014891,MGP INGREDIENTS INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018284099496668205
001545,AMERICAN REALTY INVESTORS,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018269923370098696
040855,ECB BANCORP INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0018174226133851334
037453,ROBLOX CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017908448702655733
001414,PRIMERICA INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017897830344736575
022284,SMART SAND INC,,Nonmetallic Minerals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017839815700426698
037824,VIANT TECHNOLOGY INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017672407120699063
355398,SUPER HI INTERNATIONAL HOLDI,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017456501082051545
024351,LINDBLAD EXPEDITIONS HLDGS,,Transportation Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017185542033985256
045723,VENTURE GLOBAL INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017123883590102196
278151,GEOPARK LTD,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017108541156630962
064028,NU SKIN ENTERPRISES  -CL A,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0017106639861594886
037428,GRINDR INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016962885216344147
038514,ZHIHU INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016903157229535282
064278,ELTEK LTD,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001652957801707089
042950,KNIFE RIVER CORP,,Nonmetallic Minerals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
021777,MERIT MEDICAL SYSTEMS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
029082,CBL & ASSOCIATES PPTYS INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
038222,LOGISTIC PRP OF THE AMERICAS,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
244641,ITURAN LOCATION & CONTROL,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
148170,RIOT PLATFORMS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
029680,SELECT WATER SOLUTIONS INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
150278,CARTER'S INC,,Apparel,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
105538,SIERRA BANCORP/CA,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016528405918506905
065640,CENTRESPACE,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016443783068098127
050567,BIOAGE LABS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016329983103787527
027977,BOSTON OMAHA CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001632975076790899
177881,MASIMO CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001632975076790899
012266,WERNER ENTERPRISES INC,,Trucking & Warehousing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001632975076790899
185018,HUDSON PACIFIC PPTYS INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016259513678960503
100091,RENTOKIL INITIAL PLC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016252010129392147
008386,PATRICK INDUSTRIES INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016252010129392147
017184,SEACOAST BANKING CORP/FL,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016252010129392147
328795,ARCOSA INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016252010129392147
063058,SB FINANCIAL GROUP INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016252010129392147
017115,SELECTIVE INS GROUP INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016252010129392147
063405,GERON CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0016252010129392147
287111,KAMADA LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001613797782920301
043784,SMITH DOUGLAS HOMES CORP,,Building Construction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015968258638167753
110566,INNOSPEC INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015826351707801222
002999,CHICAGO RIVET & MACHINE CO,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015816074039321393
322985,DIVERSIFIED ENERGY CO,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015690544387325644
189579,GROCERY OUTLET HLDNG CORP,,Food Stores,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015662500984035433
035894,DRAGANFLY INC,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015361915342509747
178797,AMERICAN PUBLIC EDUCATION,,Educational Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015317257842980326
006379,KELLY SERVICES INC  -CL A,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015291678253561258
004186,EASTERN CO,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0015143643686315045
020143,CARECLOUD INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001491395413177088
180081,SPROTT INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014847232727333904
109919,CRA INTERNATIONAL INC,,Legal Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00148092957388144
037404,GCM GROSVENOR INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014765935658942908
005520,ALLIENT INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014612111204769461
062549,KVH INDUSTRIES INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014413541241083295
142546,MARINE PRODUCTS CORP,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014379113184986637
024905,SUNRUN INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014187340246280655
187169,POWER SOLUTIONS INTL INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001414204595494084
035378,AFYA LIMITED,,Educational Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001414204595494084
039503,ROCKET LAB CORP,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014106775051914155
179974,HCI GROUP INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014106775051914155
349705,HIMALAYA SHIPPING LTD,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014106775051914155
170384,GOGO INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0014007020159624516
029537,TRIVAGO NV,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013970426574815066
177367,NIAGEN BIOSCIENCE INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013935383700300007
184392,GREEN DOT CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013840203027939424
032372,CORE NATURAL RESOURCES INC,,Coal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013815247220918536
060800,SINCLAIR INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013778653636109083
022975,FIRST NORTHWEST BANCRP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013673587556695566
037351,ALVOTECH,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013641633064253255
005073,GENERAL MOTORS CO,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013610437017632648
184287,SLR INVESTMENT CORP,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013610437017632648
037061,YALLA GROUP LIMITED,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013610437017632648
176256,BCP INVESTMENT CORP,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013610437017632648
366911,AMRIZE LTD,,"Stone, Clay & Glass",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013610437017632648
144396,CROSS COUNTRY HEALTHCARE INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013584344822447747
156153,ADEIA INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013523064902983607
019649,SABRE CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013520407024770974
013582,CPS TECHNOLOGIES CORP,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001326813391642645
039901,CI&T INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013258473307359963
024249,TELADOC HEALTH INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013198518397985026
036288,DEFINIUM THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001316347552346997
039818,UDEMY INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001311635714955628
185836,PACIRA BIOSCIENCES INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0013066700368653983
175674,COHEN & COMPANY INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001293342764256522
043008,C3IS INC,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012903625465696678
007620,MURPHY OIL CORP,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001288707973435521
039538,CIPHER DIGITAL INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001288707973435521
163889,ATRICURE INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012858658155892044
064254,HELIOS TECHNOLOGIES INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012858658155892044
038397,VERDE CLEAN FUELS INC,,Petroleum Refining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012811474327463657
032285,ECOVYST INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012731753144180403
012252,XOMA ROYALTY CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012575948087032885
161072,COMSTOCK HOLDING COS INC,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012496225739596412
064791,G WILLI-FOOD INTERNATIONAL,,Wholesale - Nondurable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012486565130529926
133564,CAMTEK LTD,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012486565130529926
003105,IHEARTMEDIA INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012459266697987914
037519,OPENDOOR TECHNOLOGIES INC,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012411602889187633
133905,NOVA LTD,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012399450584780424
292414,ENLIGHT RENEWABLE ENERGY,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012245212215930223
166563,DELEK US HOLDINGS INC,,Petroleum Refining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012245212215930223
032244,NEXTDECADE CORP,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00122313390893396
041082,STRAWBERRY FIELDS REIT INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012229425687110052
039184,RXSIGHT INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012210169341415166
184256,IRONWOOD PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0012039566150633617
025756,EVERPURE INC,,Industrial Machinery & Computers,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011995812848908827
039182,N-ABLE INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011995812848908827
185138,VISHAY PRECISION GROUP INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001193099218653515
010390,TEJON RANCH CO,,Crops,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011908698303159325
022410,INDIVIOR PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011908698303159325
004860,FOSTER (LB) CO,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011819315346656366
165075,STEALTHGAS INC,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011819315346656366
012625,MARTEN TRANSPORT LTD,,Trucking & Warehousing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011792973178671672
002884,LUMEN TECHNOLOGIES INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011785976239480078
027960,ALAMO GROUP INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011557094287127257
035824,NUTEX HEALTH INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011505426198709756
043106,ODDITY TECH LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001147784452768974
066929,TURNING POINT BRANDS INC,,Tobacco,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001145592302782461
025737,CHEESECAKE FACTORY INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011420880153309553
038343,OUSTER INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011420880153309553
005539,HEALTHCARE SERVICES GROUP,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011420880153309553
037669,PERFECT CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011420880153309553
050311,TWFG INC,,Insurance Agents,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011420880153309553
039215,CADRE HOLDINGS INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011396074871299789
184155,DAQO NEW ENERGY CORP,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011328563065035268
066871,HILLMAN SOLUTIONS CORP,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011247880815062673
060931,GLOBAL INDUSTRIAL CO,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011247880815062673
162449,EXLSERVICE HOLDINGS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011212837940547614
026016,UNIVERSAL INSURANCE HLDGS,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011212837940547614
035054,TREVI THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.001108034118078649
003424,BIGLARI HOLDINGS INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011074461159296333
176021,ALLOT LTD,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011067560728406534
025999,GYRE THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011032517853891478
038915,SPRINKLR INC,,Business Services & Software,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011032517853891478
111629,CREXENDO INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0011000320373568684
106203,SEABRIDGE GOLD INC,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010971485025947914
036819,KYMERA THERAPEUTIC INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010955949313938619
043861,ARRIVENT BIOPHARMA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010945403308141976
062243,UNITY BANCORP INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010936442151432857
021019,ACADIAN ASSET MANAGEMENT INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010936442151432857
038027,DISC MEDICINE INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010936442151432857
011124,VEECO INSTRUMENTS INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010875787789700552
019518,KNOWLES CORP,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010875787789700552
148390,FORMFACTOR INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010875787789700552
034562,ORGANOGENESIS HOLDINGS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010875787789700552
041901,VITESSE ENERGY INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010875787789700552
038125,HAYWARD HOLDINGS INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010875787789700552
037527,ABCELLERA BIOLOGICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010875787789700552
029131,GIBRALTAR INDUSTRIES INC,,Primary Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
019908,FIVE9 INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
011796,LCI INDUSTRIES,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
038708,ZETA GLOBAL HOLDINGS CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
035062,TRANSMEDICS GROUP INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
162400,XPEL INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
017408,NAVIGATOR HOLDINGS LTD,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
033233,RED VIOLET INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
019305,PREFORMED LINE PRODUCTS CO,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
012578,VALHI INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
107245,ENDEAVOUR SILVER CORP,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
039756,PORTILLO'S INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
039483,DUTCH BROS INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
037646,SHOALS TECHNOLOGIES GRP INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
001979,BALCHEM CORP  -CL B,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
327675,OKEANIS ECO TANKER,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
133468,RIGEL PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
332179,LIFE360 INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010840744915185496
010124,STURM RUGER & CO INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010756122064776719
031249,ALTIMMUNE INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010756122064776719
010916,UMB FINANCIAL CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010756122064776719
023500,CATHAY GENERAL BANCORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010599392000585795
035211,CLARIVATE PLC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010599392000585795
023247,PJT PARTNERS INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010599392000585795
183942,SENSATA TECHNOLOGES HLDG PLC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010599392000585795
312009,FRONTLINE PLC,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010599392000585795
189459,CARLYLE GROUP INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
037502,PETCO HEALTH AND WELLNESS CO,,Misc Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
038763,DAY ONE BIOPHARMACEUTCLS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
