gvkey,conm,ticker,industry,latest_observed_date,risk_horizon,pred_risk_2026
136648,VISTEON CORP,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
160373,MORNINGSTAR INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
016889,INDEPENDENT BANK CORP/MA,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
039103,PAYONEER GLBL INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
025173,RENASANT CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
013871,SUMMIT MIDSTREAM CORP,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
009225,ROLLINS INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
039378,CCC INTELLIGENT SOLUTIONS HL,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
245918,BRIGHTSTAR LOTTERY PLC,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
325576,API GROUP CORP,,Special Trade Contractors,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
050345,CONCENTRA GRP HLDS PARNT INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
033951,FRONTDOOR INC,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
009849,AMERICAN STATES WATER CO,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
039544,OLAPLEX HOLDINGS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
115876,PROSPERITY BANCSHARES INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
005862,RAYONIER INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
112111,COSTAR GROUP INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
036945,JFROG LTD,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
163920,WESTERN ALLIANCE BANCORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
039595,FIRST WATCH RESTAURA GRO INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
111534,STRATEGY INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
034309,STONECO LTD,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
002986,CHESAPEAKE UTILITIES CORP,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
023071,GODADDY INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
039295,RISKIFIED LTD,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
020791,BLACKSTONE MORTGAGE TR INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
028704,MONARCH CASINO & RESORT INC,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
019516,INSTALLED BLDG PRODUCTS INC,,Special Trade Contractors,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
147398,TSAKOS ENERGY NAVIGATION LTD,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
025339,CREDIT ACCEPTANCE CORP,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
133288,SILICON LABORATORIES INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010564349126070739
117036,GOLDEN ENTERTAINMENT INC,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010545588156674057
005968,RYERSON HOLDING CORP,,Wholesale - Durable Goods,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010545588156674057
021004,LANTHEUS HOLDINGS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010486429557204247
039677,IMMIX BIOPHARMA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010365268070017919
037675,CULLINAN THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010365268070017919
012926,FRP HOLDINGS INC,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010365268070017919
038238,ALIGNMENT HEALTHCARE INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010330389894079417
190856,TONIX PHARMACEUTICALS HLDG,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010301616974174976
030312,IMAX CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010269192367559298
062919,MEDALLION FINANCIAL CORP,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010207373037701474
012389,HARLEY-DAVIDSON INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010174153372645377
017248,UNITED BANKSHARES INC/WV,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010174153372645377
018869,WIX COM LTD,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010173495131311939
021847,HUBSPOT INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010173495131311939
027653,YETI HOLDINGS INC,,Misc Manufacturing,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010173495131311939
030547,SOLARIS ENRGY INFRASTRUCTURE,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010173495131311939
066602,COMPX INTERNATIONAL INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010173495131311939
180474,ZURN ELKAY WATER SOLUTI CORP,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010138690704479814
035490,CUSTOM TRUCK ONE SOURCE INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010138690704479814
017150,WEBSTER FINANCIAL CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010138690704479814
022086,INTL BANCSHARES CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010138690704479814
060923,DAVE & BUSTER'S ENTMT INC,,Amusement & Recreation,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0010050427488749846
024724,LIBERTY LATIN AMERICA LTD,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009959020651876926
039916,BRIGHTSPRING HEALTH SVCS INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000994202759466134
066032,POWER INTEGRATIONS INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
026590,FORTIVE CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
162401,HUNTSMAN CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
162559,LAZARD INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
050619,FRONTVIEW REIT INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
139804,TTM TECHNOLOGIES INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
038782,VERA THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
037596,SENTINELONE INC,,Business Services & Software,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
050720,SOUTH BOW CORP,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
127377,BGC GROUP INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
145977,ADVANCE AUTO PARTS INC,,Auto Dealers & Gas Stations,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
184167,FIRST INTERSTATE BANCSYSTEM,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
027652,KINSALE CAPITAL GROUP INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
039157,AVEPOINT INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
016845,FIRST MERCHANTS CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
123998,SWK HOLDINGS CORP,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
064536,EURONET WORLDWIDE INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
031564,ACI WORLDWIDE INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
019094,N B T BANCORP INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
039550,CELLEBRITE DI LTD,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
004690,FIRST CITIZENS BANCSH  -CL A,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
024291,DINE BRANDS GLOBAL INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
063338,STRATEGIC EDUCATION INC,,Educational Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
038770,FIGS INC,,Apparel,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
030222,AMERIS BANCORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
018441,SIRIUSPOINT LTD,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
024302,ALKERMES PLC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000989709934219718
185370,WALKER & DUNLOP INC,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009739204309880733
018629,LGI HOMES INC,,Building Construction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009665631805546582
014229,TAT TECHNOLOGIES LTD,,Air Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009653479501139373
175523,GLOBALSTAR INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009600065503036603
029108,PATTERSON-UTI ENERGY INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009473858866840601
024071,APPFOLIO INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009471440920606255
011842,ASSOCIATED BANC-CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009471440920606255
008605,PIPER SANDLER COS,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009471440920606255
012485,OPTIMUM COMMUNICATIONS INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009440439753234386
005600,HERTZ GLOBAL HOLDINGS INC,,Auto Repair & Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.00092932244297117
064821,ALEXANDRIA R E EQUITIES INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009222077525919304
038618,FINANCE OF AMERICA COMPANIES,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0009073344263015315
035544,INMODE LTD,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008988721412606538
041981,ATLAS ENERGY SOLUTIONS INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008781161945080384
039063,LENZ THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008730552712222561
002124,BEL FUSE INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008645097754197195
036790,BROOKFIELD RENEWABLE CORP,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008599571767263115
027803,DONNELLEY FINANCIAL SOLTNS,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008464777667541057
017878,RITHM CAPITAL CORP,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008454156923107803
024599,SPYRE THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008419860241701826
018049,F N B CORP/FL,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008419114048592747
033447,KINIKSA PHRMCTICALS INTL PLC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008419114048592747
035620,DATADOG INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008419114048592747
003410,TRANSCONTINENTAL RLTY INVS,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008419114048592747
027199,VAALCO ENERGY INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008369779883651063
020517,LIMBACH HOLDINGS INC,,Special Trade Contractors,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008369779883651063
181269,GREEN PLAINS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008369779883651063
037752,PLAYTIKA HOLDING CORP,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008307832118589431
040108,PERIMETER SOLUTIONS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008093384094536304
020233,THERAVANCE BIOPHARMA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008007659285794944
029191,ICHOR HOLDINGS LTD,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0008007659285794944
041797,TXO ENERGY PARTNERS LP,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007980822410900146
176899,SANDRIDGE ENERGY INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007957818888826296
036743,ELEMENTAL ROYALTY CORP,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007957818888826296
005786,HUNTINGTON BANCSHARES,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007957818888826296
037407,MP MATERIALS CORP,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007957818888826296
185396,SUMMIT HOTEL PROPERTIES INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
038822,MONDAY COM LTD,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
119275,MKS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
162254,CELANESE CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
029850,GRUPO TELEVISA SAB,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
023556,COMMUNITY HEALTHCARE TRUST,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
038645,GLOBAL-E ONLINE LTD,,Misc Retail,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
002410,BP PLC,,Petroleum Refining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.000792277601431124
005237,GORMAN-RUPP CO,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007884642429417
011051,UTAH MEDICAL PRODUCTS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007793833879986778
065500,NORDIC AMERICAN TANKERS LTD,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007788566726958379
024232,HANCOCK WHITNEY CORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007751864264719188
064794,UNITED COMMUNITY BANKS INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0007751864264719188
