gvkey,conm,latest_observed_date,risk_window,pred_risk_next_12m
037352,IN8BIO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016969346
065006,HELIX ENERGY SOLUTIONS GROUP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016968804
065021,8X8 INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0016914882
032334,ZAI LAB LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016904153
039869,ENTRADA THERAPUTIS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016849379
023714,COMMUNITY HEALTH SYSTEMS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001684071
035120,FASTLY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016840107
031059,ZYMEWORKS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016774518
020548,COTERRA ENERGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016774229
008549,CONOCOPHILLIPS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016769503
029537,TRIVAGO NV,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016767939
110732,WASTE CONNECTIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016757613
035874,REYNOLDS CONSUMER PRODUCTS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016740398
038087,SOUNDHOUND AI INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016723904
109919,CRA INTERNATIONAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016693368
002577,CTS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016632471
037812,IMMUNOCORE HOLDINGS PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016602213
176591,EMPLOYERS HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016596777
038100,NEXTDOOR HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016573478
019518,KNOWLES CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016572318
180466,JBT MAREL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016557091
005959,TRANE TECHNOLOGIES PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016547005
024638,TRANSUNION,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016503338
037404,GCM GROSVENOR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016470561
014538,TEVA PHARMACEUTICALS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001645892
277323,ZIM INTEGRATED SHIPPING SERV,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016456336
016889,INDEPENDENT BANK CORP/MA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016454017
026376,BEONE MEDICINES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016433516
176260,MELCO RESORTS & ENTERTAINMEN,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016424669
039190,RANI THERAPET HOLD INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016415851
324960,5E ADVANCED MATERIALS INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0016400315
038041,PAGAYA TECHNOLOGIES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001638949
007241,CVS HEALTH CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016340689
041937,HERE GROUP LTD,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0016317524
006008,INTEL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001631152
021035,RIDENOW GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016305348
139804,TTM TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001628728
061467,GEMINI SPACE STATION INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016282458
014390,FORTIS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016282372
110566,INNOSPEC INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016260721
024287,OCTAVE SPECIALTY GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016253083
014403,DYNEX CAPITAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016247698
032356,CELCUITY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016242486
006066,INTL BUSINESS MACHINES CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016228767
061388,EVEREST GROUP LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001621996
015055,CANADIAN NATURAL RESOURCES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016182115
126721,TELEDYNE TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016176869
039733,JIN MEDICAL INTRNATIONAL LTD,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0016167123
039541,TOKYO LIFESTYLE CO LTD -ADR,2025-03-31,Apr 2026 → Apr 2027 (approx),0.001612299
062956,BOS BETTER ONLINE SOLUTIONS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016110099
348615,NAYAX LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016105697
025279,BOSTON SCIENTIFIC CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016105559
020600,NOVAGOLD RESOURCES LTD,2025-11-30,Apr 2026 → Apr 2027 (approx),0.0016094109
010735,TRINITY INDUSTRIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016090063
007991,TEREX CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016086847
043638,SU GROUP HOLDINGS LTD,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0016083622
017724,CONNECTONE BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016083439
187236,MIDLAND STATES BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001607192
146738,APPLIED DIGITAL CORP,2025-05-31,Apr 2026 → Apr 2027 (approx),0.0016065263
023450,NORTHRIM BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016058635
026081,KURA ONCOLOGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016055485
351038,QUOIN PHARMACEUTICALS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016027573
043862,AMER SPORTS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0016011891
025466,FERRARI NV,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015980251
004988,TEGNA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015973876
110760,AXT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015954268
185370,WALKER & DUNLOP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015935352
004430,EQT CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015915124
001210,AIR T INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0015902513
001932,BRITISH AMER TOBACCO PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001585574
017252,UNITED FIRE GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015846775
002408,TELUS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015827037
100465,SASOL LTD,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0015806629
037778,GOLD ROYALTY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015798776
029131,GIBRALTAR INDUSTRIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015776821
061581,BOSTON BEER INC  -CL A,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015772968
039997,NU HOLDINGS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015772937
074434,PARK DENTAL PARTNERS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015767389
105811,HIVE DIGITAL TECHNOLOGIE LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0015751056
028380,ORTHOFIX MEDICAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015741445
011051,UTAH MEDICAL PRODUCTS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001573668
155394,LKQ CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015701925
005526,HAWAIIAN ELECTRIC INDS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015697358
016832,GLACIER BANCORP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015689185
062745,JAKKS PACIFIC INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015681231
179202,ECHOSTAR CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015650139
031108,FIVE POINT HOLDINGS LLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001564724
036767,NURIX THERAPEUTICS INC,2025-11-30,Apr 2026 → Apr 2027 (approx),0.001557327
001979,BALCHEM CORP  -CL B,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015573204
033597,VERRICA PHARMACEUTICAL,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015549739
050525,CERIBELL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015540349
162385,WEX INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015540185
004145,REVVITY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015538093
039574,XCF GLOBAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015498573
028420,BLACKLINE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015496343
004384,MARA HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015472473
074571,BEACON FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015458182
002574,CSX CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015448293
008199,OTTER TAIL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015414526
031752,CBIZ INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015397407
035497,ENVISTA HOLDINGS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015394423
023996,GLOBAL NET LEASE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015372504
013421,CADENCE DESIGN SYSTEMS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015340538
025318,US PHYSICAL THERAPY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015308742
014027,CLEAN HARBORS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001530724
003439,CMS ENERGY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015303006
175607,PRIMIS FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015296756
002220,BIO-RAD LABORATORIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015291593
037674,MOTORSPORT GAMES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001528577
026908,SENSUS HEALTHCARE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015238153
028236,GILAT SATELLITE NETWORKS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015198832
122537,INTERNET INITIATIVE JAPAN INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0015197189
002547,CIGNA GROUP (THE),2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015194266
163036,BUILDERS FIRSTSOURCE,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015175599
037105,SPRUCE BIOSCIENCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015170579
035664,MONOPAR THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015163227
039821,BLUEJAY DIAGNOSTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015147821
184167,FIRST INTERSTATE BANCSYSTEM,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015102101
011672,TJX COS INC (THE),2026-01-31,Apr 2026 → Apr 2027 (approx),0.0015085032
036570,AGORA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015060074
041623,BLUEROCK HOMES TRST INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001505664
029392,EASTMAN CHEMICAL CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0015026289
141277,EXACT SCIENCES CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001502169
184470,CRICUT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014993522
024447,BOK FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014969633
018689,VEEVA SYSTEMS INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.0014965864
164365,WATERSTONE FINANCIAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014924499
200480,MANCHESTER UNITED PLC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0014892528
176914,CHENIERE ENERGY PARTNERS LP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014857562
030490,APARTMENT INVST & MGMT CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014814691
043856,3 E NETWORK TECHNO GROUP LTD,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0014803298
026162,ANAPTYSBIO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014800464
165075,STEALTHGAS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014793637
043152,CENTRAL PLAINS BANCSHARS INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.001478658
176022,EMERGENT BIOSOLUTIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014772838
178073,BRC GROUP HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014745818
043159,INNO HOLDINGS INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0014738531
039380,HIPPO HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014732069
011506,WILLIAMS COS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014731755
107032,INTERNATIONAL TOWER HILL MIN,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014702834
038222,LOGISTIC PRP OF THE AMERICAS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014674412
177287,JAZZ PHARMACEUTICALS PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014655015
028209,ANIKA THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001465334
031099,CANTERBURY PARK HOLDING CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014599499
035490,CUSTOM TRUCK ONE SOURCE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014594822
010385,TECK RESOURCES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014592758
187253,REGIONAL MANAGEMENT CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014589778
037997,OPAL FUELS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014589472
025138,ASURE SOFTWARE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014588069
029449,UFP TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014586269
107817,PEAPACK-GLADSTONE FINAN CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00145746
034118,KODIAK SCIENCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014572706
158354,GENWORTH FINANCIAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014565595
297434,ALARUM TECHNOLOGIES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014555632
004060,DUPONT DE NEMOURS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014550781
199356,TRIPADVISOR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001454186
005492,L3HARRIS TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014540732
014605,WPP PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014534628
040413,TERAWULF INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014530905
035158,PARSONS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014526858
007648,NCR VOYIX CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014525758
016981,OFG BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001451352
021015,OCULAR THERAPEUTIX INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014478072
040305,SIDUS SPACE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014466005
027338,APTEVO THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014452304
036234,SELECTQUOTE INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0014432528
031994,GRANITE POINT MORTGE TRS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014430473
001864,REX AMERICAN RESOURCES CORP,2026-01-31,Apr 2026 → Apr 2027 (approx),0.0014417808
064028,NU SKIN ENTERPRISES  -CL A,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014415324
001254,MATSON INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014414253
030223,SACHEM CAPITAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014406965
029569,YATRA ONLINE INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.0014400149
316056,ALLEGION PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014384469
039448,AEYE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001437715
032571,BANDWIDTH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014375706
012471,WORLD KINECT CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014374459
326688,NVENT ELECTRIC PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014368629
004737,FIRST HORIZON CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014364395
038931,CONFLUENT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014355909
026361,RED ROCK RESORTS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014345201
018329,FIRST BUSEY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014308392
036494,SHIFT4 PAYMENTS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014305387
034193,SI-BONE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014299197
007977,XCEL ENERGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00142809
101204,SANOFI,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014252728
038735,WATERDROP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014236002
029156,UFP INDUSTRIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014229843
042950,KNIFE RIVER CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014213333
166555,ALPHATEC HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014201204
312066,ARKO CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014196518
001773,ARROW ELECTRONICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014190497
030547,SOLARIS ENRGY INFRASTRUCTURE,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014189321
023238,ETSY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014147029
038618,FINANCE OF AMERICA COMPANIES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014143849
038960,QUANTUM SI INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014136039
061452,CREDICORP LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014129108
163610,INTERCONTINENTAL EXCHANGE,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014112694
183366,HYATT HOTELS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014102107
018162,ESPERION THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014096454
012711,CEL-SCI CORP,2025-09-30,Apr 2026 → Apr 2027 (approx),0.0014095878
184256,IRONWOOD PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014090945
180652,VERISK ANALYTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014075809
023119,SOLAREDGE TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014052818
034053,RESIDEO TECHNOLOGIES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014052632
007435,3M CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00140431
002817,CATERPILLAR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014019682
010581,TIMKEN CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014007951
021503,KEMPER CORP/DE,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0014007511
014590,FREEPORT-MCMORAN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013998016
024481,MADISON SQUARE GARDEN SPORTS,2025-06-30,Apr 2026 → Apr 2027 (approx),0.001398906
021847,HUBSPOT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013987621
008463,PENTAIR PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013958699
066602,COMPX INTERNATIONAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013946473
142606,PLATINUM GROUP METALS LTD,2025-08-31,Apr 2026 → Apr 2027 (approx),0.0013934704
032908,ROCKET PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013933417
008605,PIPER SANDLER COS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013932773
034570,CARDIOL THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013922415
170419,HOMETRUST BANCSHARES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00138934
032381,NUCANA PLC -ADS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013881306
017248,UNITED BANKSHARES INC/WV,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013874704
030284,LIBERTY ENERGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013873971
008810,PUBLIC SERVICE ENTRP GRP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013871486
268208,LUXFER HOLDINGS PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013871389
017151,WESBANCO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013862797
039056,BLEND LABS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013846654
209382,VALE SA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013833941
005608,HEXCEL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013829838
183581,OPENLANE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013811351
038681,GENIUS SPORTS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013801345
001487,AMERICAN INTERNATIONAL GROUP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013794249
039338,MICROVAST HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.00137509
018276,FIRST FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013750383
037953,RUMBLE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013737255
142956,OMNICELL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013721818
022155,FLOOR & DECOR HLDGS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013710557
039561,JACKSON FINANCIAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013705597
177111,TECHTARGET INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013684533
128978,PACKAGING CORP OF AMERICA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013683366
179889,AGNC INVESTMENT CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013676605
045397,SEAPORT ENTERTAINMENT GR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001367206
014477,WASTE MANAGEMENT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013669084
030222,AMERIS BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013664725
012635,FISERV INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013660671
030091,SNAP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013652464
176152,GRUPO AEROPORTUARIO DEL CENT,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013638586
194256,WHEELER REAL ESTATE INVT TR,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013631216
183974,SPS COMMERCE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013609702
177640,TIPTREE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013566234
021227,LIBERTY BROADBAND CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013564412
065958,C&F FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.001356179
036836,NEW FOUND GOLD CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013553236
036273,PROCORE TECHNOLGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013529692
003643,CULLEN/FROST BANKERS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013526144
041459,FIRSTSUN CAP BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013508358
010916,UMB FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013504782
008479,PEPSICO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013495692
012785,PILGRIM'S PRIDE CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013494799
160173,ARBOR REALTY TRUST INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013472423
014418,MGM RESORTS INTERNATIONAL,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013456829
038678,MARATHON BANCORP INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.0013427339
027394,PARK HOTELS & RESORTS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013417292
028194,AVIENT CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013402125
004973,ARTHUR J GALLAGHER & CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013400797
017199,BIOLIFE SOLUTIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013363067
008486,TUTOR PERINI CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013346887
041898,LEAD REAL ESTATE CO LTD -ADR,2025-06-30,Apr 2026 → Apr 2027 (approx),0.001334277
014828,OLD REPUBLIC INTL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013323562
038800,GREENFIRE RESOURCES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013316745
187697,EPAM SYSTEMS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013293283
060787,HEARTFLOW INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013291859
015420,AMBARELLA INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.0013287644
005087,SPX TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013286505
032878,BIT DIGITAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013271202
002578,TELOS CORP/MD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013265939
019428,GREAT SOUTHERN BANCORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013264656
038094,SOLID POWER INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013259768
031460,UPBOUND GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0013246313
